video_id,teks,teks_stem,skor_total,skor_positif,skor_negatif,n_kata_pos,n_kata_neg,label_otomatis,label_final
VopaDB5Oy_8,"Harus, biar jangan ribut terus,soalnya itu itu lagi,",biar ribut,-7.0,0.0,-7.0,0.0,2.0,Negatif,Negatif
VopaDB5Oy_8,"Pak Lukas betul sekali, saya dulu trust sekarang distrust. Ini buktinya Andi az",lukas trust distrust bukti andi az,-3.0,0.0,-3.0,0.0,1.0,Negatif,Negatif
VopaDB5Oy_8,Cara yang paling pas ya di selesaikan di pengadilan.biar terang benderang kasus ijasah PK Jokowi.kita juga engak percaya sama Roy cs.apalagi sama si Roy dia kan dendam sama pak jokowi.karena pernah di bawa ke jeruji besi oleh PK jokowi.gara2 mengedit stupa yang mirib pak Jokowi.,pas selesai adil biar terang benderang ijazah pakai jokowi engak percaya roy cs roy dendam jokowi bawa jeruji besi pakai jokowi gara edit stupa mirib jokowi,-19.0,9.0,-28.0,3.0,8.0,Negatif,Negatif
VopaDB5Oy_8,Kok blm selesai ae masalah ijasah,selesai ijazah,-4.0,0.0,-4.0,0.0,1.0,Negatif,Negatif
VopaDB5Oy_8,"Ayo seleseikan kasus Ijajah palsu yg tranfaran biar selesei karena dengan cara pembungkaman Takan selesei, cntoh di awal Bambang Tri dan gusnur dibungkam ,muncul Roy cs dan jika Roy cs dibungkam kemungkinan munculagi yg lain , maka dari itu seleseikan dengan terbuka tranfaran dengan para ahli rakyat menunggu penyelesaian dengan bijak",ayo seleseikan ijajah palsu tranfaran biar selesei bungkam tak selesei cntoh bambang tri gusnur bungkam muncul roy cs roy cs bungkam munculagi seleseikan buka tranfaran ahli rakyat tunggu selesai bijak,-27.0,4.0,-31.0,1.0,9.0,Negatif,Negatif
VopaDB5Oy_8,Itu yang dukung roy suryo klo roy masuk penjara yang dukung roy apa nggak malu roy suryo masuk penjara mau ikut masuk kandang penjara ya jokowi jadi persiden bangun jalan tol mana saja ada pada ngikut nglewati kok nggak malu udah ngikut masuk penjara saja biar Indonesia aman dan nyaman maju,dukung roy suryo kalo roy penjara dukung roy malu roy suryo penjara kandang penjara jokowi persiden bangun jalan tol ngikut nglewati malu ngikut penjara biar indonesia aman nyaman maju,-15.0,12.0,-27.0,3.0,7.0,Negatif,Negatif
VopaDB5Oy_8,Alhamdulillah setelah mereka para pebikin rusuh di tahan semoga suasana kondusif.gak gaduh melulu,alhamdulillah bikin rusuh tahan moga suasana kondusif gaduh melulu,1.0,10.0,-9.0,3.0,3.0,Positif,Positif
VopaDB5Oy_8,Mhn M'f ! Saya melihat dgn kasat mata saja jelas foto yg di ijazah Pak jokowi dan foto Wisuda itu Bukan Pak jokowi tetapi foto ijazah dan Wisuda tsb Org yg sama Bukan Pak jokowi yg sebenarnya🤭🙏,mhn kasat foto ijazah jokowi foto wisuda jokowi foto ijazah wisuda jokowi,9.0,9.0,0.0,3.0,0.0,Positif,Positif
VopaDB5Oy_8,"Menurut Saya dalam Cerita Ijasah Palsu Pak Jokowi setelah mengikuti Ceritanya di Pertengahan saja Orang biasa saja Sudah Tau bahwa iIjasah itu Asli ug di miliki Jokowi Dodo.Pertanyaannya Sekarang Gelar Propessor Gelar Doktor Masih curiga dan Tidak Mengakui Ijasah Palsu.
Sangat di Curigai Ilmu Pengetahuan Beliau ini.
Bagai mana Mutunya dan bagaimana bisa kita ini Maju ? Berarti Ilmu Abal Abal.",cerita ijazah palsu jokowi ikut cerita tengah tau iijasah asli ug milik jokowi dodo tanya gelar propessor gelar doktor curiga aku ijazah palsu curiga ilmu tahu beliau mutu maju ilmu abal abal,-14.0,17.0,-31.0,7.0,10.0,Negatif,Negatif
VopaDB5Oy_8,aristo mau daptar termul jokowi yang baru lumayan kalau dapat komisaris,aristo daptar termul jokowi lumayan komisaris,-2.0,0.0,-2.0,0.0,1.0,Negatif,Negatif
VopaDB5Oy_8,"Kenapa harus di-ulur2, tunjukkan saja ijasah habis perkara selesai sudah, kenapa harus mengkriminalisasi warga bangsa, dengan tidak mau menunjukkan ijasah, artinya akan semakin banyak anak bangsa yang harus dikriminalisasi.",ulur tunjuk ijazah habis perkara selesai kriminalisasi warga bangsa ijazah anak bangsa kriminalisasi,-14.0,0.0,-14.0,0.0,4.0,Negatif,Negatif
VopaDB5Oy_8,"!.Apalagi lagi ini termul ..baru  !!!. Walapun di katakan panjang lebar , ini gak menuju pada penyenlesai an , paling singkat itu masalah yg di bahas di.tunjuk an , bila asli tuntut yg menuntut , bila palsu tanggung jawab .  Selesai !!
Ini kelihatan u/bisnis . !!.",termul walapun lebar penyenlesai an singkat bahas an asli tuntut tuntut palsu tanggung selesai lu bisnis,-11.0,7.0,-18.0,3.0,6.0,Negatif,Negatif
VopaDB5Oy_8,Ada apa dengan ijazah pak Jokowi kok gak bisa ditunjukan dan diuji oleh publik ya. ?,ijazah jokowi tunjuk uji publik,1.0,1.0,0.0,1.0,0.0,Positif,Positif
VopaDB5Oy_8,Hebatnya raja Jawa banyak  waja baru pada muncul dipangun belah rajah Jawa luar biasa,hebat raja jawa waja muncul dipangun belah rajah jawa,-7.0,1.0,-8.0,1.0,2.0,Negatif,Negatif
VopaDB5Oy_8,Jokowi ini bahaya hrs nya tunjukan dgn hati jujur beres jgn buat rakhat jd gaduh dan ad yg dihukum,jokowi bahaya tunjuk hati jujur beres rakhat gaduh hukum,-11.0,0.0,-11.0,0.0,4.0,Negatif,Negatif
VopaDB5Oy_8,"Rata2 termul
=Ngibul😂😂",rata termul ngibul,-4.0,0.0,-4.0,0.0,1.0,Negatif,Negatif
VopaDB5Oy_8,Nanti liat di pengadilan tujuan bapak Jokowi buka di publik,adil tuju jokowi buka publik,-10.0,0.0,-10.0,0.0,3.0,Negatif,Negatif
VopaDB5Oy_8,"Woyyyy mau nanya ,seandaiy kalau ijazah pak jokowi palsu,apakah akan d hukum,dan kalau asli,apakah yg ngomong palsu juga d hukum,",woyyyy seandaiy ijazah jokowi palsu hukum asli omong palsu hukum,-8.0,2.0,-10.0,1.0,3.0,Negatif,Negatif
VopaDB5Oy_8,Roy Suryo sdh melakukan pembuktiannya sewaktu di acara Rakyat bersuara dgn swcara ilmiahyaitu secara ela di computernya,roy suryo bukti acara rakyat suara swcara ilmiahyaitu ela computernya,-4.0,0.0,-4.0,0.0,2.0,Negatif,Negatif
VopaDB5Oy_8,"Kalaupun itu misalnya asli...ga mempengaruhi , karna yg untuk mendaftar ke KPU sudah muncul ternyata ijazahnya sama dg yg di teliti oleh RRT , apalagi nanti yg di tunjukan sama dg yg sudah muncul ke publik yg pakai kaca mata jelas lah palsu",asli pengaruh daftar kpu muncul ijazah teliti rrt tunjuk muncul publik pakai kaca palsu,-9.0,2.0,-11.0,1.0,4.0,Negatif,Negatif
VopaDB5Oy_8,"Ini baru bagus dn baru benar pak.yg namanya orang nudoh dia hrs punya bukti yg kuat.klo pk.jokowi yg tertuduh hrs membuktikan ijazah itu,berarti pk jokowi orang konyol.seharusnya kalian yg menuduh itu yg hrs membuktikan dipengadilan.enak benar yg nuduh itu klo pk jokowi mununjukkan ijazah sebelum dibawa kepengadilan.",bagus nama nudoh bukti kuat kalo pakai jokowi tuduh bukti ijazah pakai jokowi konyol tuduh bukti adil tuduh kalo pakai jokowi mununjukkan ijazah bawa adil,-28.0,0.0,-28.0,0.0,9.0,Negatif,Negatif
VopaDB5Oy_8,Walaupun ditunjukkan YAKIN aku tidak akan selesai lha wong hati sudah di selimuti dengan kebencian!!! Pasti akan mencari terus kesalahan Beliau.,selesai hati selimut benci cari salah beliau,-18.0,0.0,-18.0,0.0,5.0,Negatif,Negatif
VopaDB5Oy_8,Dijaman sekarang orang yang salah banyak yang membelahnya gimana mau tentram dan maju seandainya orang begitu terus dibiarkan .,jam salah belah tentram maju anda biar,-16.0,0.0,-16.0,0.0,4.0,Negatif,Negatif
VopaDB5Oy_8,"Kl mmg ounya ijazah Asli, Kenapa Tdk di Tunjukan sejak awal.",kalo ounya ijazah asli tunjuk,2.0,2.0,0.0,1.0,0.0,Positif,Positif
VopaDB5Oy_8,Kalau menurut saya sebaiknya pak roy surio  yera saja  karna  banyak pertimbangan . Akan lebih baik damai,roy surio yera timbang damai,0.0,0.0,0.0,0.0,0.0,Netral,Netral
VopaDB5Oy_8,"Penegak hukum jangan harus bawah ke hukum dunia inter nasional,,,, aja bung,,,!",tegak hukum hukum dunia inter nasional,-8.0,0.0,-8.0,0.0,3.0,Negatif,Negatif
VopaDB5Oy_8,Ta ggung sendiri jangan masalah keluarga dan anak anak nya,ta ggung keluarga anak anak,-12.0,0.0,-12.0,0.0,4.0,Negatif,Negatif
VopaDB5Oy_8,Jangn bawa nama rakyat indonesia siapa yg menudu dia itu yg harus bertanggung jawab,jangn bawa nama rakyat indonesia menudu tanggung,-5.0,0.0,-5.0,0.0,2.0,Negatif,Negatif
VopaDB5Oy_8,"Andi aswan bohong , saya dulu juga pendukungnya joko widodo , tapi sekarang saya sangat benci dengan jokowi hampir seluruh rakyat tertipu oleh jokowi .",andi aswan bohong dukung joko widodo benci jokowi rakyat tipu jokowi,-6.0,4.0,-10.0,1.0,2.0,Negatif,Negatif
VopaDB5Oy_8,"membela2 termul nungging semua nanti diakherat, 😊😊",bela termul nungging diakherat,0.0,0.0,0.0,0.0,0.0,Netral,Netral
5btOJ_Wru2k,Rismon lg buka parcel jd blom mau keluar 😂,rismon buka parcel,-3.0,0.0,-3.0,0.0,1.0,Negatif,Negatif
5btOJ_Wru2k,Makin hari makin terungkap sebagai termul penikmat uang haram dari koruptor. 😮,ungkap termul nikmat uang haram koruptor,0.0,3.0,-3.0,1.0,1.0,Netral,Netral
5btOJ_Wru2k,"Bersukur Bang dedet bisa berbuat,. Bnyak yg mau tp gak punya uang,ini perjuangan ,smoga barokah, bertambah Rizkinya 🤲🤲",bersukur dedet buat uang juang moga barokah tambah rizkinya,2.0,5.0,-3.0,3.0,1.0,Positif,Positif
5btOJ_Wru2k,Kena azab bersama keluarganya bagi pembohong dan pembuat kerusuhan/kegaduhan ini.,azab keluarga bohong buat rusuh gaduh,-16.0,1.0,-17.0,1.0,4.0,Negatif,Negatif
5btOJ_Wru2k,ADA APA DENGAN AIMAN KOK KALU INI AGAK BERBEDA SETELAH DIPANGGIL KEPOLISIAN 😢😢,aiman beda panggil polisi,-3.0,0.0,-3.0,0.0,2.0,Negatif,Negatif
5btOJ_Wru2k,"yg salah nanti juga akan keutauan oleh semua rakyat Indonesia,tapi yg pasti sejarah tidak akan pernah bohong",salah keutauan rakyat indonesia sejarah bohong,-9.0,0.0,-9.0,0.0,2.0,Negatif,Negatif
5btOJ_Wru2k,"secara tidak langsung pertengkaran anak bangsa  ini penyebanya raja ratapan solo yang tidak ngasih bukti ijasah asli,sejak ba.bang tri dan gusnur ,ijasah asli ga muncul dipersidangan",tengkar anak bangsa seba raja ratap solo asih bukti ijazah asli ba tri gusnur ijazah asli muncul sidang,-14.0,6.0,-20.0,3.0,7.0,Negatif,Negatif
5btOJ_Wru2k,Sengaja dibuat Runyam oleh Termul utk mengaburkan substansi perkara,sengaja runyam termul abur substansi perkara,-15.0,1.0,-16.0,1.0,4.0,Negatif,Negatif
5btOJ_Wru2k,"Mencari kebenaran itu di pengadilan,bukan di Rakyat bersuara yg ada jadi bikin ribut saja",cari benar adil rakyat suara bikin ribut,-15.0,0.0,-15.0,0.0,5.0,Negatif,Negatif
5btOJ_Wru2k,Setuju pak RH … apakah permasalahan yang dicari2 / terkesan di create oleh oknum yang mengatasnamakan NEGARA mesti ditakut-takuti dengan PASAL ?,tuju rh masalah cari kes create oknum mengatasnamakan negara mesti takut takut pasal,-23.0,3.0,-26.0,1.0,7.0,Negatif,Negatif
5btOJ_Wru2k,"logikanya kalau memang ada bohir rismon pasti tau, tinggal bilang aja. kenapa masih menduga duga,",logika bohir rismon tau tinggal bilang duga duga,-9.0,0.0,-9.0,0.0,4.0,Negatif,Negatif
5btOJ_Wru2k,Kl mmg ijazah asli g akan seribut ini tinggal nunjukkan selesai,kalo ijazah asli ribut tinggal nunjukkan selesai,-9.0,2.0,-11.0,1.0,3.0,Negatif,Negatif
5btOJ_Wru2k,"Di tunggu rismon berdebat dgn roy suryo cs, sreru kayanya😂",tunggu rismon debat roy suryo cs sreru kaya,-1.0,3.0,-4.0,1.0,2.0,Negatif,Negatif
5btOJ_Wru2k,Jadi jelas siapa sumber kegaduhan😮 ada di tembok ratapan solo,sumber gaduh tembok ratap solo,-2.0,2.0,-4.0,1.0,2.0,Negatif,Negatif
5btOJ_Wru2k,Semoga ijasanya itu asli amin...asli atau pun palsu kelok bisa dibuka aja masarakat pasti menerima apa adanya..❤❤❤❤,moga ijasanya asli asli palsu kelok buka masarakat terima,2.0,7.0,-5.0,4.0,2.0,Positif,Positif
5btOJ_Wru2k,hadeh ada rasman males banget mau nonton,hadeh rasman malas banget tonton,-11.0,1.0,-12.0,1.0,3.0,Negatif,Negatif
5btOJ_Wru2k,Intinya ttp kudu fokus ke pembuktian ijazah ya coyy...,inti kudu fokus bukti ijazah coyy,-5.0,0.0,-5.0,0.0,2.0,Negatif,Negatif
5btOJ_Wru2k,"Semoga barokah rizki bg dedet bersama pejuang kebenaran. Terima kasih telah mewakili kami,,🤲",moga barokah rizki dedet juang benar terima kasih wakil,-1.0,7.0,-8.0,3.0,3.0,Negatif,Negatif
5btOJ_Wru2k,"Jokowi tunjukkan ijazahmu, agar masalah ini tak berlarut-larut.....",jokowi tunjuk ijazah larut larut,-10.0,0.0,-10.0,0.0,2.0,Negatif,Negatif
5btOJ_Wru2k,Permasalahan yang sangat mudah tapi dibuat susah hingga bertahun2 lamanya dan selalu ada drama seperti nonton sinetron😁,masalah mudah susah tahun drama tonton sinetron,-16.0,0.0,-16.0,0.0,5.0,Negatif,Negatif
5btOJ_Wru2k,"Bapak sangaji luar biasa, terimakasih paparan ilmu hukum yg diberikan karena sangat berguna bagi kami masyarakat awam.",sangaji terimakasih papar ilmu hukum guna masyarakat awam,4.0,10.0,-6.0,3.0,2.0,Positif,Positif
5btOJ_Wru2k,Isu 'Bohir' digulirkan agar substansi masalah bergeser dari kasus ijazah palsu Jokowi tertutup karena semakin terpojok!,isu bohir gulir substansi geser ijazah palsu jokowi tutup pojok,-13.0,1.0,-14.0,1.0,5.0,Negatif,Negatif
5btOJ_Wru2k,"Aiman SDH takut,habis di panggil polisi,agak sebelah termul😂",aiman takut habis panggil polisi belah termul,-13.0,0.0,-13.0,0.0,4.0,Negatif,Negatif
5btOJ_Wru2k,Memang benar ada bohir di balik kasus Ijhazah  JOKOWI yaitu YUSUF KALLA,bohir ijhazah jokowi yusuf kalla,0.0,0.0,0.0,0.0,0.0,Netral,Netral
5btOJ_Wru2k,Aiman kok klo Andi Aswan yg menyela dibiarkan saja...sdh jd termul nih semenjak dipanggil polisi.,aiman kalo andi aswan sela biar termul nih semenjak panggil polisi,-4.0,0.0,-4.0,0.0,2.0,Negatif,Negatif
5btOJ_Wru2k,Mantap Bang Rafly dan gafur,mantap rafly gafur,5.0,5.0,0.0,1.0,0.0,Positif,Positif
5btOJ_Wru2k,"Akhir dari debat yg melelahlan dan pertengkaran ini, keluar dari fokus izajah palsu. Itu yg termul inginkan.",debat melelahlan tengkar fokus izajah palsu termul,-3.0,3.0,-6.0,1.0,2.0,Negatif,Negatif
5btOJ_Wru2k,Ngaku Alumni UGM kok gak berani nunjukin IJAZAH UGM nya.,aku alumni ugm berani nunjukin ijazah ugm,-1.0,0.0,-1.0,0.0,1.0,Negatif,Negatif
5btOJ_Wru2k,"Ya Allah... limpahkan lah rahmat , karunia, kesehatan, rezeki yg MeLimpaH kpd Mereka para PEJUANG KEBENARAN, dan Mudahkan lah PERJUANGAN Mereka , Aamiin . 
Kami mendukung kalian semua meskipun cm  lwt doa !!",allah limpah rahmat karunia sehat rezeki limpah juang benar mudah juang dukung doa,-1.0,18.0,-19.0,6.0,7.0,Negatif,Negatif
5btOJ_Wru2k,"Demi menegakkan kebenaran sungguh berat memang... Begitu banyak fitnah kepada kebenaran. 
Semoga Allah SWT membuka kebenaran yg sebenarnya.. Aamiin.",tegak benar sungguh berat fitnah benar moga allah swt buka benar,-15.0,6.0,-21.0,2.0,6.0,Negatif,Negatif
5btOJ_Wru2k,Ya Allah jadikanlah Rizman dan semua pendukung Jokowi sama wataknya seperti Jokowi... Aamin  yrb 🤲🤲🤲,allah jadi rizman dukung jokowi watak jokowi yrb,10.0,12.0,-2.0,3.0,1.0,Positif,Positif
5btOJ_Wru2k,Mau bela belain gimana juga rakyat gak segoooblock termul kalau asli gak mungkin serumit ini...,bela bela rakyat segoooblock termul asli rumit,-3.0,2.0,-5.0,1.0,1.0,Negatif,Negatif
5btOJ_Wru2k,Hats off utk bang Abdul Gafur Sangaji . Semoga Allah selalu melindungi abang dan tim pengacara serta barisan pemberani pembongkar masalah ijazah jokowi asli atau palsu,hats off abdul gafur sangaji moga allah lindung abang tim acara baris berani bongkar ijazah jokowi asli palsu,5.0,12.0,-7.0,4.0,2.0,Positif,Positif
5btOJ_Wru2k,Andai benar ada ijazah Jokowi maka anak bangsa tdk bertengkar seperti ini. Betapa Jahanam Jokowi.,andai ijazah jokowi anak bangsa tengkar betapa jahanam jokowi,-6.0,6.0,-12.0,2.0,3.0,Negatif,Negatif
5btOJ_Wru2k,"- rismon takut istrinya masuk penjara karna memalsukan surat kematian suaminya ( rismon)
rismon takut masuk penjara karna terbukti ijazah japangnya palsu,
akhirnya berhianat ke teman2nya & balik ke kubu jokowi,
jadi seandainya rismon di pakai kubu jokowi, buat melawan roy suryo cs, sudah gak guna itu gelarnya.. karna palsu..
-  menurut keyakinan saya. klo asli pasti sudah di tunjukan sejak dulu. gak bakal seruwet ini",rismon takut istri penjara palsu surat mati suami rismon rismon takut penjara bukti ijazah japangnya palsu berhianat teman kubu jokowi anda rismon pakai kubu jokowi lawan roy suryo cs gelar palsu yakin kalo asli tunjuk ruwet,-29.0,7.0,-36.0,3.0,9.0,Negatif,Negatif
5btOJ_Wru2k,"Simpel aja, suruh semua yang disitu sumpah pocong biar kita tau mana yang salah & benar🇮🇩😭",simpel suruh situ sumpah pocong biar tau salah,-13.0,3.0,-16.0,1.0,5.0,Negatif,Negatif
5btOJ_Wru2k,"Satu-satunya forum yang mirip ""ring tinju"" 🤣",satu forum ring tinju,-9.0,0.0,-9.0,0.0,3.0,Negatif,Negatif
5btOJ_Wru2k,Kalaupun AI diselidiki siapa yang buat ...,ai selidik,-3.0,0.0,-3.0,0.0,1.0,Negatif,Netral
5btOJ_Wru2k,"Segera kasus ini dilimpahkan ke pengadilan. Spy rakyat tahu, siapa yg bohong dan palsu. Sy SDH muak dgn kasus yg berlarut2 ini.",limpah adil rakyat bohong palsu muak larut,-17.0,1.0,-18.0,1.0,4.0,Negatif,Negatif
5btOJ_Wru2k,Ditunggu banget satu panggung Rismon dan Roy Suryo,tunggu banget panggung rismon roy suryo,-1.0,1.0,-2.0,1.0,1.0,Negatif,Negatif
5btOJ_Wru2k,"Ada yg membiayai ya tdk apa2....kalo memang ijazahnya asli pak Jokowi dan pendukungnya tidak perlu marah2, tunjukkan ijazahnya dgn penuh kebanggaan....",biaya kalo ijazah asli jokowi dukung marah tunjuk ijazah penuh bangga,4.0,9.0,-5.0,3.0,1.0,Positif,Positif
5btOJ_Wru2k,"Makin hari makin terungkap sebagai termul penikmat uang haram dari koruptor. 😮
salam dari squad777",ungkap termul nikmat uang haram koruptor squad,0.0,3.0,-3.0,1.0,1.0,Netral,Netral
5btOJ_Wru2k,"MEMANG kalau kepala dah busuk tak dipotong, perkara yg sebenarnya remeh, bisa berkepanjangan gak da selesainya. PARAH NEGRIKU😢😢😢",kepala busuk potong perkara remeh panjang dah selesai parah negriku,-26.0,2.0,-28.0,1.0,7.0,Negatif,Negatif
5btOJ_Wru2k,"Tegang Tapi Ngakakk kalau ada Roy Suryo sama Andi Azwan Tuh🤣🤣🤣
Semua Gara~ gara Alumni UGM Yang Blm Jelas Sampai Hari Ini Asli Apa Palsu. 
Jadi Ribet nya kemana~ mana.",tegang ngakakk roy suryo andi azwan tuh gara gara alumni ugm asli palsu ribet mana,-6.0,6.0,-12.0,2.0,3.0,Negatif,Negatif
5btOJ_Wru2k,Banyak makan sumpah serapah org tipu daya tu kalau patah kaki segala bagai krn Allah SWT tiada ngantuk dan tiada tidur selalu melihat dan mendengar,makan sumpah serapah tipu daya patah kaki allah swt tiada ngantuk tiada tidur dengar,-20.0,7.0,-27.0,2.0,8.0,Negatif,Negatif
5btOJ_Wru2k,Bismillah Yaa Rabb Yaa Allah.. Rakyat dan Bangsa indonesia mengadukan segalanya PadaMU Allahuma Sholli Alaa Nabi Muhammad Rasulallah SAW❤,bismillah rabb allah rakyat bangsa indonesia adu pada allahuma sholli alaa nabi muhammad rasulallah saw,5.0,11.0,-6.0,3.0,2.0,Positif,Positif
5btOJ_Wru2k,"Yang biayai pembongkaran ijazah palsu adalah pahlawan, keculasan, kebohonhan, dan penipuan harus dibongkar dan dihukum pelaku pengguna ijazah palsu..",biaya bongkar ijazah palsu pahlawan culas kebohonhan tipu bongkar hukum laku guna ijazah palsu,-8.0,1.0,-9.0,1.0,3.0,Negatif,Negatif
5btOJ_Wru2k,"Mantaap,para pejuang kebenran,mereka berjuang dengan ikhlassemoga Allah memberikan pahala yg terbaik,dan keselamatan  dunia dan akhirat ,Amiin",mantap juang kebenran juang ikhlassemoga allah pahala baik selamat dunia akhirat,5.0,15.0,-10.0,3.0,5.0,Positif,Positif
5btOJ_Wru2k,"Razman orang yang selalu melecehkan agama  , dengan mengatakan dalil agama untuk kebohongan, seolah jadi omongan razman benar",razman leceh agama dalil agama bohong omong razman,-23.0,0.0,-23.0,0.0,6.0,Negatif,Negatif
5btOJ_Wru2k,Pak Sangaji & Pak Refli Harun jelas dan lugas menjelaskan masalah hukum. Top bapak-bapak pengacara,sangaji refli harun lugas hukum top acara,6.0,9.0,-3.0,2.0,1.0,Positif,Positif
5btOJ_Wru2k,"Selama masih ada panggung, akan masih ada yang selalu bernyanyi & menari..",panggung nyanyi tari,-1.0,1.0,-2.0,1.0,1.0,Negatif,Negatif
5btOJ_Wru2k,"Astaghfirullah ini cuma masalah buka ijazah Jokowi dan anaknya secara jujur saja  jadi banyak yg terpecah belah dan bermusuhan 
Keluarga Jokowi ibarat  penjajah di negara RI 👃👃",astaghfirullah buka ijazah jokowi anak jujur pecah belah musuh keluarga jokowi jajah negara ri,-27.0,0.0,-27.0,0.0,8.0,Negatif,Negatif
5btOJ_Wru2k,Aiman kliatan bodoh kl ngasih waktu mulu ke razman,aiman bodoh kalo asih waktu mulu razman,-2.0,0.0,-2.0,0.0,2.0,Negatif,Negatif
5btOJ_Wru2k,"Ini rakyat yang mikirin ijasah dibayar berapa ? 
Waktu masa pimpinan ga koar koar, giliran udah kelar masa pimpinan malah ribut😂
Negara lain ngembangin teknologi, Indonesia malah ngembangin kasus ijasah",rakyat pikir ijazah bayar waktu pimpin koar koar gilir kelar pimpin ribut negara ngembangin teknologi indonesia ngembangin ijazah,-6.0,3.0,-9.0,1.0,3.0,Negatif,Negatif
5btOJ_Wru2k,"Andi Aswan sdh dower bibirnya disebabkan terlalu bersemangatnya berdebat soal ijazah,namun ijazah mulyono belum perna dipublikasikan asli apa palsu",andi aswan dower bibir sebab semangat debat ijazah ijazah mulyono publikasi asli palsu,4.0,7.0,-3.0,3.0,2.0,Positif,Positif
5btOJ_Wru2k,"👍🏻👍🏻👍🏻...Mantul sekali Bung Abdul G Sangaji ini, alumni UI ya? Brilian sekali!!!...💪💪💪...🤲🤝🙏",mantul abdul sangaji alumni ui brilian,0.0,0.0,0.0,0.0,0.0,Netral,Netral
5btOJ_Wru2k,"Ya Allah ...
Tolonglah azab sesegera mungkin bagi orang2 pembohong rakyat Indonesia 😢😢😢😢",allah tolong azab bohong rakyat indonesia,-7.0,5.0,-12.0,1.0,3.0,Negatif,Negatif
5btOJ_Wru2k,Bung firman... mengapa di CLS dengan di keluarkan sumpah pemutus kok tdk berani... klu memang ijasah asli kenapa takut... berarti perlu di pertanyakan itu ijasah....,firman cls keluar sumpah putus berani ijazah asli takut ijazah,-13.0,2.0,-15.0,1.0,4.0,Negatif,Negatif
5btOJ_Wru2k,Siapa yang membuat video fitnah itu yang harus diusut,video fitnah usut,-5.0,0.0,-5.0,0.0,1.0,Negatif,Negatif
5btOJ_Wru2k,"Benar sekali kata bang refly,siapa sebenarnya yg takut??",refly takut,-4.0,0.0,-4.0,0.0,1.0,Negatif,Negatif
5btOJ_Wru2k,Ada bohir dn seluruh rakyat Indonesia di belakang Roy Suryo cs,bohir rakyat indonesia roy suryo cs,0.0,0.0,0.0,0.0,0.0,Netral,Netral
5btOJ_Wru2k,"Tiba2 sekarang masuk lg bahas nya jadi “sponsor” 
KOCAK LO PADA YG BELA2IN JOKOWI.
Saking mentok nya termul ngga bisa bantah “ijazah palsu” jadi makin kesana kemari perlawanan nya",bahas sponsor kocak lo bela jokowi saking mentok termul bantah ijazah palsu kesana kemari lawan,-10.0,4.0,-14.0,2.0,4.0,Negatif,Negatif
5btOJ_Wru2k,"Ini adalah contoh bagi kita semua...ini orang orang yg dulu teman..kini saling serang..mencari kebenaran diri masing masing😅😅😅
Ini adalah contoh bahwa tidak ada yg bisa di percaya selain diri sendiri.
Karena tidak mungkin diri sendiri menghianati.",contoh teman serang cari benar contoh percaya menghianati,-9.0,2.0,-11.0,1.0,3.0,Negatif,Negatif
5btOJ_Wru2k,Sebagai orang jawa saya mengecam andi aswan dg bahasa kasar pakai bahasa jawa,jawa kecam andi aswan bahasa kasar pakai bahasa jawa,-8.0,0.0,-8.0,0.0,2.0,Negatif,Negatif
5btOJ_Wru2k,"Mari Aminkan saja...semoga Allah SWT segera menurunkan kebenaranNya siapa yg berbuat kebohongan dan membuat kisruh seluruh Indonesia, semoga Allah SWT segera menghukumnya dgn azab yg seberat2nya biar rakyat tahu siapa yg benar dan siap yg berbohong....Aamiin Yaa Rabbal Alaamiin...🤲",mari amin moga allah swt turun benar buat bohong kisruh indonesia moga allah swt hukum azab berat biar rakyat bohong rabbal alaamiin,-22.0,13.0,-35.0,5.0,10.0,Negatif,Negatif
5btOJ_Wru2k,Orang yg bilang congurmu itu karena punya kelemahan attinya sebenarnya penjilat dan pokok dpt duit tidak punya ilmu,bilang congurmu lemah attinya jilat pokok duit ilmu,-6.0,4.0,-10.0,1.0,3.0,Negatif,Negatif
5btOJ_Wru2k,Jokowi rowet2 ijazah GK ada maka nya bermacam cara mengalih kan isu sana sini,jokowi rowet ijazah alih isu,-1.0,0.0,-1.0,0.0,1.0,Negatif,Negatif
5btOJ_Wru2k,Kali ini saya di pihak bang razman,razman,0.0,0.0,0.0,0.0,0.0,Netral,Positif
5btOJ_Wru2k,Roy ini kalau komunikasi dengan istrinya bagaimana ya? Cerewetnya melebihi perempuan.,roy komunikasi istri cerewet lebih perempuan,-8.0,1.0,-9.0,1.0,2.0,Negatif,Negatif
5btOJ_Wru2k,Aiman habis di periksa di Polda udah agak lain 😂😂😂😂,aiman habis periksa polda,-8.0,0.0,-8.0,0.0,2.0,Negatif,Negatif
5btOJ_Wru2k,Harusnya rismon dihadirkan di acara ini.,rismon hadir acara,-3.0,0.0,-3.0,0.0,1.0,Negatif,Negatif
5btOJ_Wru2k,Tp menurut sy semenjak aiman sowan ke solo skrng dia lembek ke termul😅😅,semenjak aiman sowan solo lembek termul,-2.0,2.0,-4.0,1.0,1.0,Negatif,Negatif
5btOJ_Wru2k,Roy Suryo Ngecek data Kertasnya Sampe Ketawa Ngakak Aiman...🤣🫵,roy suryo ecek data kertas ketawa akak aiman,1.0,4.0,-3.0,1.0,1.0,Positif,Positif
